代码,标的,市值快照日期,快照时间,总市值(亿元),市值状态,观察状态,边界复核,主层级,细分,来源网站,来源条数,当前等级,第一变量,样本角色,下一步回源,证伪点
603236,移远通信,2026-07-10,15:34:59,219.45,>=100亿元,强制观察,否,工具链与基础软件、终端与具身智能,机器人概念、边缘计算,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688475,萤石网络,2026-07-10,15:34:59,218.53,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
603881,数据港,2026-07-10,15:34:59,218.27,>=100亿元,强制观察,否,待二次归类,中国AI 50,既有AI候选宇宙,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
600835,上海机电,2026-07-10,15:34:59,216.37,>=100亿元,强制观察,否,数据中心与基础设施、终端与具身智能,减速器、数据中心(AIDC)、机器人概念,既有AI候选宇宙,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、机柜资源、上架率、利用率、融资成本,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688700,东威科技,2026-07-10,15:34:59,216.10,>=100亿元,强制观察,否,高速互联,光模块/光器件/光通信/PCB/高速连接,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
301005,超捷股份,2026-07-10,15:35:45,215.93,>=100亿元,强制观察,否,晶圆制造与材料、终端与具身智能,PEEK材料概念、人形机器人、机器人概念,既有AI候选宇宙,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
002497,雅化集团,2026-07-10,15:35:30,215.53,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
600320,振华重工,2026-07-10,15:34:59,215.52,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
603002,宏昌电子,2026-07-10,15:34:59,215.47,>=100亿元,强制观察,否,高速互联,光模块/光器件/光通信/PCB/高速连接,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
300131,英唐智控,2026-07-10,15:35:45,214.52,>=100亿元,强制观察,否,高速互联,CPO概念,既有AI候选宇宙,1,L0/L1,速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
000158,常山北明,2026-07-10,15:35:45,213.89,>=100亿元,强制观察,否,应用平台、待二次归类,人工智能、智谱AI概念,既有AI候选宇宙,2,L0/L1,付费客户、续费、项目收入、调用量、OCF、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
688661,和林微纳,2026-07-10,15:34:59,213.22,>=100亿元,强制观察,否,晶圆制造与材料、终端与具身智能、计算芯片,传感器、半导体概念、国产芯片、英伟达概念,既有AI候选宇宙,4,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、芯片出货、客户导入、国产替代、端侧/推理渗透、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
001696,宗申动力,2026-07-10,15:35:45,213.20,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
301285,鸿日达,2026-07-10,15:35:15,212.87,>=100亿元,强制观察,否,高速互联,光模块/光器件/光通信/光纤光缆/高速连接,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
301128,强瑞技术,2026-07-10,15:35:45,211.58,>=100亿元,强制观察,否,晶圆制造与材料、终端与具身智能、计算芯片,人形机器人、光刻机、英伟达概念,既有AI候选宇宙,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、芯片出货、客户导入、国产替代、端侧/推理渗透、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
688308,欧科亿,2026-07-10,15:34:59,211.18,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
300277,汽轮科技,2026-07-10,15:35:15,210.96,>=100亿元,强制观察,否,待二次归类,人工智能,既有AI候选宇宙,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
002611,东方精工,2026-07-10,15:35:45,210.71,>=100亿元,强制观察,否,应用平台、待二次归类、终端与具身智能,AI智能体、人工智能、人形机器人、多模态AI、机器人概念,既有AI候选宇宙,5,L0/L1,付费客户、续费、项目收入、调用量、OCF、出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
000969,安泰科技,2026-07-10,15:35:15,209.89,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
301095,广立微,2026-07-10,15:35:15,209.15,>=100亿元,强制观察,否,晶圆制造与材料,光刻机,既有AI候选宇宙,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
002396,星网锐捷,2026-07-10,15:35:30,208.92,>=100亿元,强制观察,否,安全合规治理、应用平台、待二次归类、数据中心与基础设施、高速互联,AIGC概念、AI应用、CPO概念、人工智能、光通信模块、数据中心、数据中心(AIDC)、网络安全,既有AI候选宇宙,8,L0/L1,付费客户、续费、项目收入、调用量、OCF、安全产品收入、政企客户、回款、合规需求、待补第一变量、机柜资源、上架率、利用率、融资成本、速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏、题材外溢/低纯度观察,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源公告、年报、订单、客户、产能、毛利率和现金流字段、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、只有发布会/题材标签，未形成付费、续费、合同或收入验证、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
002979,雷赛智能,2026-07-10,15:35:30,208.62,>=100亿元,强制观察,否,待二次归类、终端与具身智能,人工智能、人形机器人、机器人执行器、机器人概念、机器视觉,既有AI候选宇宙,5,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
300684,中石科技,2026-07-10,15:35:45,208.49,>=100亿元,强制观察,否,供配电与温控、数据中心与基础设施、终端与具身智能,AI手机、数据中心、数据中心(AIDC)、液冷服务器、液冷概念,既有AI候选宇宙,5,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、机柜资源、上架率、利用率、融资成本、订单、交付、收入确认、OCF和客户结构,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源公告、年报、订单、客户、产能、毛利率和现金流字段,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
300065,海兰信,2026-07-10,15:35:00,207.73,>=100亿元,强制观察,否,云与算力运营、待二次归类、数据中心与基础设施,东数西算(算力)、人工智能、算力概念、算力租赁,既有AI候选宇宙,4,L0/L1,合同交付、起租、利用率、回款、OCF、待补第一变量、机柜资源、上架率、利用率、融资成本,细分候选/组内补漏、题材外溢/低纯度观察,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、按细分补公告、年报、IR或产品页回源,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、无法回源到正式经营变量，维持L0/L1或剔除
600114,东睦股份,2026-07-10,15:34:59,206.71,>=100亿元,强制观察,否,终端与具身智能、计算芯片,机器人概念、英伟达概念,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、芯片出货、客户导入、国产替代、端侧/推理渗透,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
600008,首创环保,2026-07-10,15:34:59,206.27,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688605,先锋精科,2026-07-10,15:34:59,206.12,>=100亿元,强制观察,否,晶圆制造与材料,光刻机,既有AI候选宇宙,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
688206,概伦电子,2026-07-10,15:34:59,205.89,>=100亿元,强制观察,否,计算芯片/整机系统,半导体芯片/集成电路/处理器/服务器/人工智能计算/算力设备,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
600765,中航重机,2026-07-10,15:34:59,205.86,>=100亿元,强制观察,否,供配电与温控,液冷服务器,既有AI候选宇宙,1,L0/L1,订单、交付、收入确认、OCF和客户结构,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
688757,胜科纳米,2026-07-10,15:34:59,205.53,>=100亿元,强制观察,否,晶圆制造与材料,光刻胶,既有AI候选宇宙,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
300738,奥飞数据,2026-07-10,15:35:15,205.22,>=100亿元,强制观察,否,工具链与基础软件,边缘计算,既有AI候选宇宙,1,L0/L1,部署量、客户、收入、云边协同成本,细分候选/组内补漏,回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证
002290,禾盛新材,2026-07-10,15:35:15,204.74,>=100亿元,强制观察,否,待二次归类,人工智能,既有AI候选宇宙,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
688772,珠海冠宇,2026-07-10,15:34:59,204.21,>=100亿元,强制观察,否,终端与具身智能,人形机器人,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
600345,长江通信,2026-07-10,15:34:59,203.96,>=100亿元,强制观察,否,待二次归类,人工智能,既有AI候选宇宙,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
600170,上海建工,2026-07-10,15:34:59,202.60,>=100亿元,强制观察,否,待二次归类、终端与具身智能,人工智能、机器人概念,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
002498,汉缆股份,2026-07-10,15:35:45,202.27,>=100亿元,强制观察,否,高速互联,光模块/光器件/光通信/光纤光缆/高速连接,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
600388,龙净环保,2026-07-10,15:34:59,201.81,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688143,长盈通,2026-07-10,15:34:59,201.67,>=100亿元,强制观察,否,高速互联,光通信模块,既有AI候选宇宙,1,L0/L1,速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
600171,上海贝岭,2026-07-10,15:34:59,200.48,>=100亿元,强制观察,否,计算芯片/整机系统,半导体芯片/集成电路/处理器/服务器/人工智能计算/算力设备,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
600877,电科芯片,2026-07-10,15:34:59,200.46,>=100亿元,强制观察,否,计算芯片/整机系统,半导体芯片/集成电路/处理器/服务器/人工智能计算/算力设备,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
603638,艾迪精密,2026-07-10,15:34:59,200.18,>=100亿元,强制观察,否,终端与具身智能,减速器、机器人概念,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688028,沃尔德,2026-07-10,15:34:59,199.25,>=100亿元,强制观察,否,终端与具身智能,人形机器人,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
603203,快克智能,2026-07-10,15:34:59,196.33,>=100亿元,强制观察,否,待二次归类、终端与具身智能,人工智能、机器人概念,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
300718,长盛轴承,2026-07-10,15:35:45,195.70,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
300671,富满微,2026-07-10,15:35:30,194.82,>=100亿元,强制观察,否,计算芯片/整机系统,半导体芯片/集成电路/处理器/服务器/人工智能计算/算力设备,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
300184,力源信息,2026-07-10,15:35:30,193.39,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
300657,弘信电子,2026-07-10,15:35:00,192.56,>=100亿元,强制观察,否,终端与具身智能,AI手机、机器人概念,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
301171,易点天下,2026-07-10,15:35:00,192.42,>=100亿元,强制观察,否,待二次归类、终端与具身智能,人工智能、虚拟机器人,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
600582,天地科技,2026-07-10,15:34:59,192.03,>=100亿元,强制观察,否,待二次归类、终端与具身智能,人工智能、机器人概念,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
002171,楚江新材,2026-07-10,15:36:00,191.51,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
301389,隆扬电子,2026-07-10,15:35:15,190.17,>=100亿元,强制观察,否,终端与具身智能,AIPC,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
601677,明泰铝业,2026-07-10,15:34:59,190.10,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
000970,中科三环,2026-07-10,15:35:30,188.68,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
301301,川宁生物,2026-07-10,15:35:00,187.96,>=100亿元,强制观察,否,应用平台、待二次归类,AI制药（医疗）、人工智能,既有AI候选宇宙,2,L0/L1,付费客户、续费、项目收入、调用量、OCF、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
688003,天准科技,2026-07-10,15:34:59,187.95,>=100亿元,强制观察,否,工具链与基础软件、待二次归类、终端与具身智能,人工智能、机器人概念、边缘计算,既有AI候选宇宙,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
002957,科瑞技术,2026-07-10,15:35:30,187.77,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
002048,宁波华翔,2026-07-10,15:35:15,187.51,>=100亿元,强制观察,否,晶圆制造与材料、终端与具身智能,PEEK材料概念、人形机器人、机器人概念,既有AI候选宇宙,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
688131,皓元医药,2026-07-10,15:34:59,187.26,>=100亿元,强制观察,否,应用平台、待二次归类,AI制药（医疗）、人工智能,既有AI候选宇宙,2,L0/L1,付费客户、续费、项目收入、调用量、OCF、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
301196,唯科科技,2026-07-10,15:35:30,187.19,>=100亿元,强制观察,否,晶圆制造与材料、终端与具身智能,PEEK材料概念、机器人概念,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
300990,同飞股份,2026-07-10,15:35:00,186.69,>=100亿元,强制观察,否,供配电与温控、晶圆制造与材料,光刻机、液冷服务器,既有AI候选宇宙,2,L0/L1,订单、交付、收入确认、OCF和客户结构、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
600577,精达股份,2026-07-10,15:34:59,186.38,>=100亿元,强制观察,否,高速互联,铜缆高速连接,既有AI候选宇宙,1,L0/L1,速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
600967,内蒙一机,2026-07-10,15:34:59,185.84,>=100亿元,强制观察,否,待二次归类、终端与具身智能,人工智能、人形机器人、机器人概念,既有AI候选宇宙,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
300735,光弘科技,2026-07-10,15:35:30,185.69,>=100亿元,强制观察,否,终端与具身智能,AI手机、机器人概念,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688507,索辰科技,2026-07-10,15:34:59,185.35,>=100亿元,强制观察,否,待二次归类、终端与具身智能,人工智能、机器人概念,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
