"kind","name","status","wiki_path","wiki_sync_status","wiki_skip_reason","score","action","has_industry_logic","has_valuation_funds","has_technical_structure","has_score_reason","has_evidence_source","has_history","has_next_trigger","pending_reason","sample_reason","evidence_path","sample_confidence","confidence_reason","is_a_qualified","a_gap_reason","has_global_anchor","has_ashare_anchor","has_elasticity_or_counterexample","parent_topic","sample_role","blocker_type","has_davis_path","technical_source","technical_tool","technical_arguments","technical_structured_ready","technical_actual_source","technical_fallback_used","technical_confidence","technical_warnings","technical_cross_source_validated","technical_cross_source_ok"
"stock","Meta","已评分","entities/stocks/Meta.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 算力券 ／ 算力交易","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Microsoft Azure","已评分","entities/stocks/Microsoft Azure.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `全球锚`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核 约束。","是","否","否","AI产业链 - 算力券 ／ 算力交易","全球锚","上游题材仍未达A；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Nebius","已评分","entities/stocks/Nebius.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 算力券 ／ 算力交易","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Oracle Cloud","已评分","entities/stocks/Oracle Cloud.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 算力券 ／ 算力交易","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Snowflake","已评分","entities/stocks/Snowflake.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","50","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 算力券 ／ 算力交易","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","优刻得","已评分","entities/stocks/优刻得.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 算力券 ／ 算力交易","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","华为云","已评分","entities/stocks/华为云.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 算力券 ／ 算力交易","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","火山引擎","已评分","entities/stocks/火山引擎.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 算力券 ／ 算力交易","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","百度智能云","已评分","entities/stocks/百度智能云.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 算力券 ／ 算力交易","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","科大讯飞","已评分","entities/stocks/科大讯飞.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","47","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `反证样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 算力券 ／ 算力交易","反证样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","腾讯云","已评分","entities/stocks/腾讯云.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 算力券 ／ 算力交易","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","行云科技","已评分","entities/stocks/行云科技.md","已同步","","47","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `反证样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 算力券 ／ 算力交易","反证样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","阿里云","已评分","entities/stocks/阿里云.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `A股承接锚`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核 约束。","否","是","否","AI产业链 - 算力券 ／ 算力交易","A股承接锚","上游题材仍未达A；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","青云科技","已评分","entities/stocks/青云科技.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","来自 `云与算力运营`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - 算力券 ／ 算力交易","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","ABB","已评分","entities/stocks/ABB.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","61","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Caterpillar","已评分","entities/stocks/Caterpillar.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Cummins","已评分","entities/stocks/Cummins.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Eaton","已评分","entities/stocks/Eaton.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","62","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `全球锚`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核 约束。","是","否","否","AI产业链 - UPS","全球锚","上游题材仍未达A；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Siemens Energy","已评分","entities/stocks/Siemens Energy.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","中国西电","已评分","entities/stocks/中国西电.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","双良节能","已评分","entities/stocks/双良节能.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","57","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `反证样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","反证样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","台达电","已评分","entities/stocks/台达电.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","62","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `A股承接锚`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核 约束。","否","是","否","AI产业链 - UPS","A股承接锚","上游题材仍未达A；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","同飞股份","已评分","entities/stocks/同飞股份.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","57","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `反证样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","反证样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","平高电气","已评分","entities/stocks/平高电气.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","思源电气","已评分","entities/stocks/思源电气.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","曙光数创","已评分","entities/stocks/曙光数创.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","特变电工","已评分","entities/stocks/特变电工.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","申菱环境","已评分","entities/stocks/申菱环境.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","科士达","已评分","entities/stocks/科士达.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","科陆电子","已评分","entities/stocks/科陆电子.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","57","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `反证样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","反证样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","英维克","已评分","entities/stocks/英维克.md","已同步","","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","许继电气","已评分","entities/stocks/许继电气.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","金盘科技","已评分","entities/stocks/金盘科技.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","飞荣达","已评分","entities/stocks/飞荣达.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","高澜股份","已评分","entities/stocks/高澜股份.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","60","持有","是","是","是","是","是","是","是","","来自 `供配电与温控`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - UPS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","ASE","已评分","entities/stocks/ASE.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","65","持有","是","是","是","是","是","是","是","","来自 `先进封装`；在该分支中充当 `弹性样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - CoWoS","弹性样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","ASMPT","已评分","entities/stocks/ASMPT.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","64","持有","是","是","是","是","是","是","是","","来自 `先进封装`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - CoWoS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"stock","Amkor","已评分","entities/stocks/Amkor.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","64","持有","是","是","是","是","是","是","是","","来自 `先进封装`；在该分支中充当 `观察样本`。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 上游题材仍未达A、技术直连未复核、样本角色偏观察 约束。","否","否","否","AI产业链 - CoWoS","观察样本","上游题材仍未达A；技术直连未复核；样本角色偏观察","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
